Wikipedia article ID,Book title,Author,Publication date,GenreId,genres
6151708,They Thirst,,,['/m/03npn'],['Horror']
6153632,The Word,Irving Wallace,1972-03-27,"['/m/01jfsb', '/m/02n4kr', '/m/06n90', '/m/014dfn', '/m/02xlf']","['Thriller', 'Mystery', 'Science Fiction', 'Speculative fiction', 'Fiction']"
6155879,Footfalls,Samuel Beckett,1975,,
6156403,Leroy And The Old Man,,,['/m/0dwly'],"[""Children's literature""]"
6156916,Craii de Curtea-Veche,,,,
6157405,The Guardians,Samuel Youd,1970,"['/m/06n90', '/m/0dwly', '/m/014dfn', '/m/070l2', '/m/0c082', '/m/026ny']","['Science Fiction', ""Children's literature"", 'Speculative fiction', 'Soft science fiction', 'Utopian and dystopian fiction', 'Dystopia']"
6161733,The Lies of Locke Lamora,Scott Lynch,2006-06-27,"['/m/014dfn', '/m/01hmnh', '/m/05hgj']","['Speculative fiction', 'Fantasy', 'Novel']"
6161823,Runaway Ralph,Beverly Cleary,1970,"['/m/0dwly', '/m/02xlf', '/m/05hgj']","[""Children's literature"", 'Fiction', 'Novel']"
6164878,The Amen Corner,James Baldwin,1954,['/m/05qp9'],['Play']
6167034,The Plot To Save Socrates,Paul Levinson,,"['/m/06n90', '/m/014dfn', '/m/07s2s']","['Science Fiction', 'Speculative fiction', 'Time travel']"
6169154,Eh Joe,Samuel Beckett,1965,,
6171956,A Spectacle of Corruption,David Liss,2004,"['/m/02n4kr', '/m/02xlf', '/m/0c3351', '/m/0hwxm']","['Mystery', 'Fiction', 'Suspense', 'Historical novel']"
6171981,A Conspiracy of Paper: A Novel,David Liss,2000,"['/m/02n4kr', '/m/02xlf', '/m/0c3351', '/m/0hwxm']","['Mystery', 'Fiction', 'Suspense', 'Historical novel']"
6172424,A Flame in Hali,Deborah J. Ross,2004,"['/m/014dfn', '/m/01hmnh', '/m/02xlf']","['Speculative fiction', 'Fantasy', 'Fiction']"
6174418,"Look Homeward, Angel",Thomas Wolfe,1929,"['/m/012jgz', '/m/04fqp', '/m/01jym', '/m/016lj8']","['Autobiographical novel', 'Künstlerroman', 'Bildungsroman', 'Roman à clef']"
6180704,Murderers' Row,Donald Hamilton,1962,['/m/06wkf'],['Spy fiction']
6182359,Darkness and Light,Paul B. Thompson,1989-09-28,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
6185359,The Afghan,Frederick Forsyth,2006,"['/m/01jfsb', '/m/02xlf', '/m/05hgj']","['Thriller', 'Fiction', 'Novel']"
6190878,The Cossacks,Leo Tolstoy,1863,"['/m/02xlf', '/m/0l67h']","['Fiction', 'Novella']"
6192202,Ida B.,Katherine Hannigan,2004-08-17,"['/m/0dwly', '/m/03mfnf']","[""Children's literature"", 'Young adult literature']"
6192339,Hadji Murat,Leo Tolstoy,1912,['/m/02p0szs'],['Historical fiction']
6192564,Flying Fox of Snowy Mountain,Louis Cha,1959,['/m/08322'],['Wuxia']
6199490,Lulu Dark Can See Through Walls,Bennett Madison,,['/m/03mfnf'],['Young adult literature']
6199853,A Mouthful of Birds,Caryl Churchill,,,
6200994,Mexico Set,Len Deighton,,"['/m/02n4kr', '/m/02xlf', '/m/0c3351']","['Mystery', 'Fiction', 'Suspense']"
6201096,London Match,Len Deighton,,"['/m/02xlf', '/m/05hgj']","['Fiction', 'Novel']"
6201194,Spy Hook,Len Deighton,,"['/m/02n4kr', '/m/02xlf', '/m/0c3351']","['Mystery', 'Fiction', 'Suspense']"
6201274,Spy Line,Len Deighton,,"['/m/02n4kr', '/m/02xlf', '/m/0c3351']","['Mystery', 'Fiction', 'Suspense']"
6201357,Spy Sinker,Len Deighton,,"['/m/02n4kr', '/m/02xlf', '/m/0c3351']","['Mystery', 'Fiction', 'Suspense']"
6201653,Winter,Len Deighton,,['/m/02xlf'],['Fiction']
6206244,Olivia Joules and The Overactive Imagination,Helen Fielding,,"['/m/01jfsb', '/m/05hgj']","['Thriller', 'Novel']"
6209257,There Should Have Been Castles,,,['/m/01z4y'],['Comedy']
6209312,Other Tales of the Flying Fox,Louis Cha,1960,['/m/08322'],['Wuxia']
6209875,The Second Angel,Philip Kerr,2008,['/m/06n90'],['Science Fiction']
6210298,El burlador de Sevilla y convidado de piedra,Tirso de Molina,1630,,
6211600,The Story of the Phantom: The Ghost Who Walks,Lee Falk,,['/m/06n90'],['Science Fiction']
6211772,Cel mai iubit dintre pământeni,Marin Preda,,['/m/05hgj'],['Novel']
6211896,After Dark,Haruki Murakami,2007-05,"['/m/014dfn', '/m/02xlf', '/m/05hgj']","['Speculative fiction', 'Fiction', 'Novel']"
6216269,Mistborn: The Final Empire,Brandon Sanderson,2006-07-17,"['/m/01hmnh', '/m/02xlf']","['Fantasy', 'Fiction']"
6216956,The Ruins,Scott Smith,2006-07-18,"['/m/03npn', '/m/05hgj', '/m/014dfn', '/m/02n4kr', '/m/0c3351', '/m/02xlf']","['Horror', 'Novel', 'Speculative fiction', 'Mystery', 'Suspense', 'Fiction']"
6217080,The Honorable Barbarian,L. Sprague de Camp,,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
6217454,The Goblin Tower,L. Sprague de Camp,,"['/m/014dfn', '/m/01hmnh', '/m/02xlf']","['Speculative fiction', 'Fantasy', 'Fiction']"
6218362,Star of the Sea,Joseph O'Connor,2004-01-01,,
6218709,The Pine Barrens,,,,
6219719,Glory,Vladimir Vladimirovich Nabokov,1932,['/m/02xlf'],['Fiction']
6219743,Troy: Shield of Thunder,,,['/m/01hmnh'],['Fantasy']
6220213,Swordswoman Riding West on White Horse,Louis Cha,,,
6220222,Blade-dance of the Two Lovers,Louis Cha,,,
6220238,Requiem of Ling Sing,Louis Cha,1963,['/m/08322'],['Wuxia']
6221158,Three Hearts and Three Lions,Poul Anderson,,"['/m/06n90', '/m/014dfn', '/m/01hmnh', '/m/02xlf']","['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']"
6224163,The Clocks of Iraz,L. Sprague de Camp,,"['/m/014dfn', '/m/01hmnh', '/m/02xlf']","['Speculative fiction', 'Fantasy', 'Fiction']"
6225422,The Bladerunner,Alan E. Nourse,,"['/m/06n90', '/m/014dfn', '/m/026ny']","['Science Fiction', 'Speculative fiction', 'Dystopia']"
6226217,Bloodtide,,,['/m/03mfnf'],['Young adult literature']
6227921,O Guarany,José de Alencar,,,
6228372,The Third Eye,Mahtab Narsimhan,1984-04,"['/m/02n4kr', '/m/0dwly', '/m/03mfnf', '/m/014dfn', '/m/02xlf']","['Mystery', ""Children's literature"", 'Young adult literature', 'Speculative fiction', 'Fiction']"
6230850,The Gigli Concert,Tom Murphy,,,
6231400,La chamade,Françoise Sagan,1965,['/m/05hgj'],['Novel']
6234080,The Friendship,Mildred Taylor,1987-09-30,['/m/0dwly'],"[""Children's literature""]"
6234866,Griffin and Sabine,,,['/m/02ql9'],['Epistolary novel']
6238896,The Education of Little Tree,Forrest Carter,1976,['/m/05hgj'],['Novel']
6245649,Kaleidoscope,Harry Turtledove,1987,"['/m/014dfn', '/m/01qxvh']","['Speculative fiction', 'Romance novel']"
6245696,Letting Go,Philip Roth,1962,['/m/05hgj'],['Novel']
6250918,Dogsbody,Diana Wynne Jones,1975,"['/m/06n90', '/m/0dwly', '/m/014dfn', '/m/03mfnf', '/m/01hmnh', '/m/02xlf']","['Science Fiction', ""Children's literature"", 'Speculative fiction', 'Young adult literature', 'Fantasy', 'Fiction']"
6253435,Dance Hall of the Dead,Tony Hillerman,,"['/m/02n4kr', '/m/014dfn', '/m/0dwly', '/m/02xlf', '/m/0c3351']","['Mystery', 'Speculative fiction', ""Children's literature"", 'Fiction', 'Suspense']"
6253935,Chosen of the Gods,Chris Pierson,2001-11,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
6253992,Bard: The Odyssey Of the Irish,Morgan Llywelyn,1984,"['/m/014dfn', '/m/01hmnh', '/m/0hwxm']","['Speculative fiction', 'Fantasy', 'Historical novel']"
6254794,The Hoboken Chicken Emergency,Daniel Pinkwater,1977,['/m/0dwly'],"[""Children's literature""]"
6255302,Pedagogy of the Oppressed,Paulo Freire,1968,,
6257377,Bones of the Earth,Michael Swanwick,2002,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
6257787,The Growing Pains of Adrian Mole,Sue Townsend,1984-08-02,"['/m/03mfnf', '/m/02xlf']","['Young adult literature', 'Fiction']"
6258044,Adrian Mole: The Cappuccino Years,Sue Townsend,1999-10-14,['/m/03mfnf'],['Young adult literature']
6263825,Land of Unreason,Fletcher Pratt,1942,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
6266783,"The Boats of the ""Glen Carrig""",William Hope Hodgson,1907,"['/m/01hmnh', '/m/014dfn', '/m/03npn', '/m/02xlf']","['Fantasy', 'Speculative fiction', 'Horror', 'Fiction']"
6267581,Kingdom Come,Jerry B. Jenkins,2007-04-03,"['/m/014dfn', '/m/02xlf', '/m/05hgj']","['Speculative fiction', 'Fiction', 'Novel']"
6267981,A Chaste Maid in Cheapside,Thomas Middleton,1630,,
6272268,Naked in Death,,,,
6273548,All She Was Worth,Miyuki Miyabe,,"['/m/0lsxr', '/m/02n4kr', '/m/02xlf', '/m/0c3351']","['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']"
6275721,The Zenith Angle,Bruce Sterling,2004-05,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
6279077,Hairstyles of the Damned,Joe Meno,,,
6280057,See Jane Run,,,['/m/01jfsb'],['Thriller']
6281739,The Carnelian Cube,Fletcher Pratt,,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
6286677,This Lullaby,Sarah Dessen,2002-05-27,"['/m/0dwly', '/m/03mfnf', '/m/02xlf', '/m/01qxvh']","[""Children's literature"", 'Young adult literature', 'Fiction', 'Romance novel']"
6298253,Under the Yoke,,,,
6301386,Joey Pigza Swallowed the Key,Jack Gantos,,['/m/0dwly'],"[""Children's literature""]"
6302514,Brothers Majere,Kevin T. Stein,1990-01-14,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
6304379,Just a Couple of Days,,,,
6306237,The Piano Tuner,Daniel Mason,2002,['/m/02xlf'],['Fiction']
6309756,Blood Beast,Darren Shan,2007-06-04,"['/m/01hmnh', '/m/014dfn', '/m/03npn']","['Fantasy', 'Speculative fiction', 'Horror']"
6309812,Demon Apocalypse,Darren Shan,2007-10-01,"['/m/01hmnh', '/m/03npn']","['Fantasy', 'Horror']"
6316703,Father of Frankenstein,Christopher Bram,1995,['/m/02xlf'],['Fiction']
6318149,Nerilka's Story,Anne McCaffrey,1985-05,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
6321375,The Ruby in the Smoke,Philip Pullman,,"['/m/0dwly', '/m/02p0szs', '/m/03mfnf', '/m/014dfn', '/m/02n4kr', '/m/02xlf']","[""Children's literature"", 'Historical fiction', 'Young adult literature', 'Speculative fiction', 'Mystery', 'Fiction']"
6322892,Reading in the Dark,Seamus Deane,1996-10-03,"['/m/014dfn', '/m/02xlf', '/m/05hgj']","['Speculative fiction', 'Fiction', 'Novel']"
6324034,Uglies,Scott Westerfeld,2005-02-08,"['/m/06n90', '/m/0dwly', '/m/014dfn', '/m/03mfnf', '/m/01hmnh', '/m/02xlf', '/m/026ny']","['Science Fiction', ""Children's literature"", 'Speculative fiction', 'Young adult literature', 'Fantasy', 'Fiction', 'Dystopia']"
6325483,Are You My Mother?,Philip D. Eastman,1960-06-12,['/m/0dwly'],"[""Children's literature""]"
6325932,The Jewel In The Skull,Michael Moorcock,,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
6326826,Bastard Out of Carolina,Dorothy Allison,1993-03,"['/m/02xlf', '/m/01jym']","['Fiction', 'Bildungsroman']"
6327841,Snakehead,Anthony Horowitz,2007,"['/m/01jfsb', '/m/06wkf', '/m/0dwly', '/m/02xlf', '/m/03k9fj']","['Thriller', 'Spy fiction', ""Children's literature"", 'Fiction', 'Adventure']"
6327856,Skeleton Key,Charles L. Grant,2001-09-04,"['/m/01jfsb', '/m/0dwly', '/m/08sdrw', '/m/06wkf', '/m/014dfn', '/m/02n4kr', '/m/02xlf', '/m/0c3351']","['Thriller', ""Children's literature"", 'Adventure novel', 'Spy fiction', 'Speculative fiction', 'Mystery', 'Fiction', 'Suspense']"
6334150,The Stress of Her Regard,Tim Powers,1989-09,"['/m/01hmnh', '/m/035qb4', '/m/014dfn', '/m/03npn', '/m/02xlf']","['Fantasy', 'Historical fantasy', 'Speculative fiction', 'Horror', 'Fiction']"
6335613,The Shepherd of the Hills,Harold Bell Wright,,,
6339165,The Judas Pair,John Grant,1977,"['/m/0lsxr', '/m/02n4kr']","['Crime Fiction', 'Mystery']"
6341826,Joe Gould's Secret,Joseph Mitchell,,['/m/05h83'],['Non-fiction']
6342228,The Heralds,Brian Killick,1973,"['/m/02n4kr', '/m/01z4y']","['Mystery', 'Comedy']"
6347846,Magic Moon,Wolfgang Hohlbein,1982,['/m/01hmnh'],['Fantasy']
6349278,An Experiment with an Air Pump,Shelagh Stephenson,,,
6350429,The Will of the Empress,Tamora Pierce,2005-11,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
6350803,Briar's Book,Tamora Pierce,1999,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
6355219,Riverwind the Plainsman,Paul B. Thompson,1990-03-31,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
6355963,A Thousand Pieces of Gold,,,,
6357789,Shock Wave,Tony Abbott,,"['/m/014dfn', '/m/02xlf', '/m/08sdrw']","['Speculative fiction', 'Fiction', 'Adventure novel']"
6363079,Boris Godunov,Aleksandr Pushkin,1831,,
6369513,Zorachus,Mark E. Rogers,,"['/m/06n90', '/m/014dfn', '/m/01hmnh']","['Science Fiction', 'Speculative fiction', 'Fantasy']"
6370864,Was,Geoff Ryman,1992-05-01,"['/m/014dfn', '/m/01hmnh', '/m/02xlf']","['Speculative fiction', 'Fantasy', 'Fiction']"
6374257,Tears Of The Giraffe,Alexander McCall Smith,2000,"['/m/02n4kr', '/m/028v3', '/m/02xlf', '/m/0c3351']","['Mystery', 'Detective fiction', 'Fiction', 'Suspense']"
6374919,Morality for Beautiful Girls,Alexander McCall Smith,2001,"['/m/02n4kr', '/m/028v3']","['Mystery', 'Detective fiction']"
6382892,Open Veins of Latin America,Eduardo Galeano,1971,,
6385011,The Outstretched Shadow,Mercedes Lackey,2003-10-03,"['/m/014dfn', '/m/01hmnh', '/m/02xlf']","['Speculative fiction', 'Fantasy', 'Fiction']"
6385365,Blood of the Yakuza,"David ""Zeb"" Cook",,['/m/06c9r'],['Role-playing game']
6385549,Anne Frank and Me,Jeff Gottesfeld,,"['/m/014dfn', '/m/02p0szs']","['Speculative fiction', 'Historical fiction']"
6389584,Laughter in the Dark,Vladimir Vladimirovich Nabokov,,"['/m/02xlf', '/m/05hgj']","['Fiction', 'Novel']"
6391335,The Illearth War,Stephen R. Donaldson,1978,"['/m/06n90', '/m/014dfn', '/m/01hmnh', '/m/02xlf']","['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']"
6391720,Loose Ends,Greg Cox,2001-06-04,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
6393908,Redwall Map & Riddler,Brian Jacques,1997,['/m/01hmnh'],['Fantasy']
6394413,The Power that Preserves,Stephen R. Donaldson,1979,"['/m/06n90', '/m/014dfn', '/m/01hmnh', '/m/02xlf']","['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']"
6394687,Olive's Ocean,Kevin Henkes,2003,['/m/0dwly'],"[""Children's literature""]"
6395740,Redwall Friend & Foe,Brian Jacques,2000,['/m/01hmnh'],['Fantasy']
6400076,Believe as You List,,,,
6402469,Baby Island,,,,
6403476,Black Light,Stephen Hunter,1997-04-07,"['/m/01jfsb', '/m/02xlf']","['Thriller', 'Fiction']"
6403657,Shri GuruCharitra,,,,
6403964,Time to Hunt,Stephen Hunter,1999-04-13,"['/m/01jfsb', '/m/02xlf']","['Thriller', 'Fiction']"
6408673,The Mad God's Amulet,Michael Moorcock,,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
6412503,Peter and the Shadow Thieves,Ridley Pearson,2006-07,"['/m/014dfn', '/m/0dwly', '/m/02xlf']","['Speculative fiction', ""Children's literature"", 'Fiction']"
6416956,Vixen 03,Clive Cussler,,"['/m/01jfsb', '/m/02xlf', '/m/08sdrw']","['Thriller', 'Fiction', 'Adventure novel']"
6421964,The Vesuvius Club,Mark Gatiss,1997,"['/m/06wkf', '/m/02p0szs', '/m/02xlf', '/m/09kqc', '/m/0hwxm']","['Spy fiction', 'Historical fiction', 'Fiction', 'Humour', 'Historical novel']"
6422674,The Adolescence of P-1,,,['/m/06n90'],['Science Fiction']
6423638,Aiding and Abetting,Muriel Spark,2000-07-26,"['/m/02xlf', '/m/05hgj']","['Fiction', 'Novel']"
6424280,Listening Woman,Tony Hillerman,1978,"['/m/02n4kr', '/m/02xlf']","['Mystery', 'Fiction']"
6426851,The Masterharper of Pern,Anne McCaffrey,1998-01-12,"['/m/06n90', '/m/014dfn', '/m/01hmnh', '/m/02xlf']","['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']"
6428992,An Béal Bocht,Flann O'Brien,1941,,
6430677,Look at the Harlequins!,Vladimir Vladimirovich Nabokov,,,
6431940,Os Maias,José Maria Eça de Queiroz,,,
6433034,The Shadowers,Donald Hamilton,1964,['/m/06wkf'],['Spy fiction']
6433188,The Ravagers,Donald Hamilton,1964,['/m/06wkf'],['Spy fiction']
6433289,The Devastators,Donald Hamilton,1965,['/m/06wkf'],['Spy fiction']
6433374,The Betrayers,Donald Hamilton,1966,['/m/06wkf'],['Spy fiction']
6433503,The Menacers,Donald Hamilton,1968,"['/m/014dfn', '/m/06wkf']","['Speculative fiction', 'Spy fiction']"
6433600,The Interlopers,Donald Hamilton,1969,['/m/06wkf'],['Spy fiction']
6433710,The Poisoners,Donald Hamilton,1971,['/m/06wkf'],['Spy fiction']
6433978,The Intriguers,Donald Hamilton,1972,['/m/06wkf'],['Spy fiction']
6434113,The Intimidators,Donald Hamilton,1974,['/m/06wkf'],['Spy fiction']
6434259,The Terminators,Donald Hamilton,,['/m/06wkf'],['Spy fiction']
6434327,The Retaliators,Donald Hamilton,1976,"['/m/06wkf', '/m/05hgj']","['Spy fiction', 'Novel']"
6434418,The Terrorizers,Donald Hamilton,1977,['/m/06wkf'],['Spy fiction']
6434667,The Revengers,Donald Hamilton,1982,['/m/06wkf'],['Spy fiction']
6435659,The Annihilators,Donald Hamilton,1983,"['/m/014dfn', '/m/06wkf']","['Speculative fiction', 'Spy fiction']"
6435769,The Infiltrators,Donald Hamilton,1984,['/m/06wkf'],['Spy fiction']
6435844,The Detonators,Donald Hamilton,1982,['/m/06wkf'],['Spy fiction']
6435973,The Vanishers,Donald Hamilton,1986,['/m/06wkf'],['Spy fiction']
6436075,The Demolishers,Donald Hamilton,,['/m/06wkf'],['Spy fiction']
6436202,The Frighteners,Donald Hamilton,1989-06,"['/m/014dfn', '/m/06wkf']","['Speculative fiction', 'Spy fiction']"
6436292,The Threateners,Donald Hamilton,,['/m/06wkf'],['Spy fiction']
6436376,The Damagers,Donald Hamilton,1993,['/m/06wkf'],['Spy fiction']
6436999,Flash,"L. E. Modesitt, Jr.",2004,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
6438132,Weight Loss,Upamanyu Chatterjee,2006-02-28,"['/m/0vgkd', '/m/05hgj', '/m/02xlf', '/m/01z4y']","['Black comedy', 'Novel', 'Fiction', 'Comedy']"
6438799,Ignorance,Milan Kundera,2000,"['/m/02xlf', '/m/01qxvh', '/m/05hgj']","['Fiction', 'Romance novel', 'Novel']"
6444536,Second Form at St. Clare's,,1944,['/m/0dwly'],"[""Children's literature""]"
6446363,Dragon's Fire,Todd McCaffrey,2006-07-11,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
6446516,Dead White,John Shirley,2006-07-25,"['/m/06n90', '/m/05hgj']","['Science Fiction', 'Novel']"
6446859,Inferno,Alexander C. Irvine,2006-10-31,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
6450497,Final Impact,John Birmingham,,"['/m/0mz2', '/m/06n90', '/m/014dfn']","['Alternate history', 'Science Fiction', 'Speculative fiction']"
6452561,Cousin Henry,Anthony Trollope,1879-10,['/m/02xlf'],['Fiction']
6455676,Murder on the Leviathan,Boris Akunin,2004-04,"['/m/02n4kr', '/m/05hgj']","['Mystery', 'Novel']"
6457913,Showboat World,,,"['/m/06n90', '/m/014dfn', '/m/02xlf']","['Science Fiction', 'Speculative fiction', 'Fiction']"
6458438,Night of the Werewolf,Franklin W. Dixon,,"['/m/02n4kr', '/m/028v3', '/m/0dwly', '/m/02xlf']","['Mystery', 'Detective fiction', ""Children's literature"", 'Fiction']"
6458579,Mystery of the Samurai Sword,Franklin W. Dixon,,"['/m/02n4kr', '/m/028v3']","['Mystery', 'Detective fiction']"
6463737,César Cascabel,Jules Verne,1890,"['/m/014dfn', '/m/05hgj', '/m/08sdrw']","['Speculative fiction', 'Novel', 'Adventure novel']"
6464546,The Dissolution of Nicholas Dee,Matthew Stadler,,['/m/05hgj'],['Novel']
6466422,Dragonsblood,Anne McCaffrey,2005-01-25,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
6466634,The Ladies of Missalonghi,Colleen McCullough,,,
6467296,The Skies of Pern,Anne McCaffrey,2001-04-03,"['/m/06n90', '/m/014dfn', '/m/01hmnh', '/m/02xlf']","['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']"
6468064,A Book of Common Prayer,Joan Didion,,['/m/05hgj'],['Novel']
6468552,The Dolphins of Pern,Anne McCaffrey,1994-09-06,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
6472302,The Color of Light,William Goldman,,,
6473517,"Memed, My Hawk",Yaşar Kemal,1955,,
6474168,"King, Queen, Knave",Vladimir Vladimirovich Nabokov,1928-10,['/m/05hgj'],['Novel']
6474943,Strange Meeting,Susan Hill,1991,,
6478896,Sharpe's Devil,Bernard Cornwell,1990,['/m/0hwxm'],['Historical novel']
6479803,Dial-a-Ghost,Eva Ibbotson,1996,,
6480876,Fool for Love,Sam Shepard,,,
6481658,The Abolition of Britain: From Winston Churchill to Princess Diana,Peter Hitchens,2000,['/m/05h83'],['Non-fiction']
6492413,The Alteration,Kingsley Amis,1976,"['/m/0mz2', '/m/06n90', '/m/014dfn', '/m/02xlf', '/m/05hgj']","['Alternate history', 'Science Fiction', 'Speculative fiction', 'Fiction', 'Novel']"
6493612,Show Business,Shashi Tharoor,1991,"['/m/0gf28', '/m/06nbt', '/m/02xlf', '/m/016lj8']","['Parody', 'Satire', 'Fiction', 'Roman à clef']"
6493890,Emil and the Detectives,Rod Smith,,['/m/0dwly'],"[""Children's literature""]"
6494436,The Ninja,Eric Van Lustbader,1980-04,"['/m/01jfsb', '/m/0lsxr']","['Thriller', 'Crime Fiction']"
6499551,The Highway Men,,,['/m/06n90'],['Science Fiction']
6501211,The Pentagon Spy,Franklin W. Dixon,,"['/m/02n4kr', '/m/028v3']","['Mystery', 'Detective fiction']"
6501559,The Apeman's Secret,Franklin W. Dixon,,"['/m/02n4kr', '/m/028v3']","['Mystery', 'Detective fiction']"
6501748,The Mummy Case,Franklin W. Dixon,,"['/m/02n4kr', '/m/028v3']","['Mystery', 'Detective fiction']"
6501854,Mystery of Smugglers Cove,Franklin W. Dixon,,"['/m/02n4kr', '/m/028v3']","['Mystery', 'Detective fiction']"
6501961,The Stone Idol,Franklin W. Dixon,,"['/m/02n4kr', '/m/028v3']","['Mystery', 'Detective fiction']"
6501981,The Vanishing Thieves,Franklin W. Dixon,,"['/m/02n4kr', '/m/028v3', '/m/0dwly']","['Mystery', 'Detective fiction', ""Children's literature""]"
6502065,The Outlaw's Silver,Franklin W. Dixon,,"['/m/02n4kr', '/m/028v3']","['Mystery', 'Detective fiction']"
6502154,Submarine Caper,Franklin W. Dixon,,"['/m/02n4kr', '/m/028v3', '/m/0dwly', '/m/02xlf']","['Mystery', 'Detective fiction', ""Children's literature"", 'Fiction']"
6502845,Love for Lydia,H. E. Bates,,,
6504754,The Broken Commandment,Vincent McDonnell,1906,"['/m/014dfn', '/m/05hgj']","['Speculative fiction', 'Novel']"
6504819,Glory in Death,,,['/m/02n4kr'],['Mystery']
6508429,Nymphomation,Jeff Noon,1997-10-02,"['/m/06n90', '/m/014dfn', '/m/02xlf', '/m/05hgj']","['Science Fiction', 'Speculative fiction', 'Fiction', 'Novel']"
6510045,"Run, River",Joan Didion,,,
6512160,The Doll People,Ann M. Martin,,['/m/0dwly'],"[""Children's literature""]"
6516037,Zyword,,,,
6516897,"The Oracle, by Catherine Fisher",,,"['/m/0dwly', '/m/01hmnh']","[""Children's literature"", 'Fantasy']"
6517341,King Horn,,,,
6522545,Past and Present,Thomas Carlyle,,"['/m/017fp', '/m/037mh8', '/m/06ms6']","['Biography', 'Philosophy', 'Sociology']"
6524216,The Winter Queen,Devin Cary,1998,"['/m/02n4kr', '/m/014dfn', '/m/05hgj', '/m/03g3w']","['Mystery', 'Speculative fiction', 'Novel', 'History']"
6525384,Skinwalkers,Tony Hillerman,1986,"['/m/02n4kr', '/m/014dfn', '/m/0dwly', '/m/02xlf', '/m/0c3351']","['Mystery', 'Speculative fiction', ""Children's literature"", 'Fiction', 'Suspense']"
6529045,The Icarus Hunt,Timothy Zahn,1999-08-03,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
6529532,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy",Jeanne Birdsall,2005-06,['/m/05hgj'],['Novel']
6530708,Sporting Chance,Elizabeth Moon,1994-09,"['/m/06n90', '/m/05hgj', '/m/014dfn', '/m/070yc', '/m/01hmnh', '/m/02xlf', '/m/01smf2']","['Science Fiction', 'Novel', 'Speculative fiction', 'Space opera', 'Fantasy', 'Fiction', 'Military science fiction']"
6530714,Prayers to Broken Stones,Dan Simmons,,"['/m/03npn', '/m/06n90', '/m/014dfn', '/m/0707q', '/m/02xlf']","['Horror', 'Science Fiction', 'Speculative fiction', 'Short story', 'Fiction']"
6530718,Once a Hero,Elizabeth Moon,1997,"['/m/070yc', '/m/06n90', '/m/014dfn', '/m/0dwly', '/m/01smf2']","['Space opera', 'Science Fiction', 'Speculative fiction', ""Children's literature"", 'Military science fiction']"
6530724,Rules of Engagement,Elizabeth Moon,,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
6530744,Winning Colors,Elizabeth Moon,1995-08,"['/m/06n90', '/m/05hgj', '/m/014dfn', '/m/070yc', '/m/02xlf', '/m/01smf2']","['Science Fiction', 'Novel', 'Speculative fiction', 'Space opera', 'Fiction', 'Military science fiction']"
6530844,In the Ocean of Night,Gregory Benford,1977,"['/m/03lrw', '/m/06n90', '/m/014dfn', '/m/02xlf']","['Hard science fiction', 'Science Fiction', 'Speculative fiction', 'Fiction']"
6530888,Hunting Party,Elizabeth Moon,1993-07,"['/m/06n90', '/m/014dfn', '/m/070yc', '/m/01hmnh', '/m/02xlf', '/m/01smf2']","['Science Fiction', 'Speculative fiction', 'Space opera', 'Fantasy', 'Fiction', 'Military science fiction']"
